NameOrig,NameKaplan,Rank,light,temperature,moisture,reaction,nutrients,salinity,light_x,temperature_x,moisture_x,reaction_x,nutrients_x
Epilobium parviflorum,Epilobium parviflorum,species,7,5,9,8,6,1,7,5,9,8,6
Epilobium roseum,Epilobium roseum,species,7,6,8,7,8,0,7,6,8,7,8
Epilobium tetragonum,Epilobium tetragonum,species,7,6,6,5,6,1,7,6,6,5,6
Epilobium tetragonum agg.,Epilobium tetragonum agg.,aggregate,7,6,6,5,5,1,7,6,6,5,5
Epipactis albensis,Epipactis albensis,species,4,6,6,6,6,0,4,6,6,6,6
Epipactis atrorubens,Epipactis atrorubens,species,6,6,3,8,2,0,6,6,3,8,2
Epipactis distans,Epipactis distans,species,4,5,4,7,3,0,4,5,4,7,3
Epipactis futakii,Epipactis futakii,species,3,5,5,6,5,0,3,5,5,6,5
Epipactis greuteri,Epipactis greuteri,species,2,6,7,7,6,0,2,6,7,7,6
Epipactis helleborine,Epipactis helleborine,species,4,5,5,5,5,0,4,5,5,5,5
Epipactis helleborine agg.,Epipactis helleborine agg.,aggregate,4,5,5,7,5,0,4,5,5,7,5
Epipactis leptochila,Epipactis leptochila,species,3,6,4,7,6,0,3,6,4,7,6
Epipactis leutei,Epipactis leutei,species,3,5,5,7,6,0,3,5,5,7,6
Epipactis microphylla,Epipactis microphylla,species,2,6,5,8,6,0,2,6,5,8,6
Epipactis moravica,Epipactis moravica,species,3,5,6,6,6,0,3,5,6,6,6
Epipactis muelleri,Epipactis muelleri,species,6,6,4,7,4,0,6,6,4,7,4
Epipactis neglecta,Epipactis neglecta,species,3,5,5,7,6,0,3,5,5,7,6
Epipactis palustris,Epipactis palustris,species,7,5,8,8,2,2,7,5,8,8,2
Epipactis pontica,Epipactis pontica,species,3,5,5,7,6,0,3,5,5,7,6
Epipactis pseudopurpurata,Epipactis pseudopurpurata,species,3,5,5,7,5,0,3,5,5,7,5
Epipactis purpurata,Epipactis purpurata,species,2,6,5,8,6,0,2,6,5,8,6
Epipactis tallosii,Epipactis tallosii,species,3,5,7,6,6,0,3,5,7,6,6
Epipactis voethii,Epipactis voethii,species,3,5,5,6,5,0,3,5,5,6,5
Epipogium aphyllum,Epipogium aphyllum,species,2,4,5,6,4,0,2,4,5,6,4
Equisetum arvense,Equisetum arvense,species,6,5,6,5,5,1,x,x,x,x,5
Equisetum arvense ssp. arvense,Equisetum arvense subsp. arvense,subspecies,6,5,6,5,5,1,x,x,x,x,5
Equisetum fluviatile,Equisetum fluviatile,species,8,5,10,4,5,1,8,5,10,x,5
Equisetum hyemale,Equisetum hyemale,species,5,5,7,6,6,0,5,5,7,6,6
Equisetum palustre,Equisetum palustre,species,6,5,8,5,4,1,x,x,8,x,4
Equisetum pratense,Equisetum pratense,species,5,4,6,7,5,0,5,4,6,7,5
Equisetum ramosissimum,Equisetum ramosissimum,species,8,7,4,7,3,1,8,7,4,7,3
Equisetum sylvaticum,Equisetum sylvaticum,species,4,4,7,4,4,0,4,4,7,4,4
Equisetum telmateia,Equisetum telmateia,species,6,6,8,8,5,0,6,6,8,8,5
Equisetum variegatum,Equisetum variegatum,species,8,5,9,8,2,0,8,5,9,8,2
Eragrostis albensis,Eragrostis albensis,species,8,6,5,7,6,1,8,6,5,7,6
Eragrostis minor,Eragrostis minor,species,8,7,3,7,6,1,8,7,3,x,6
Eragrostis pilosa,Eragrostis pilosa,species,9,7,3,7,6,1,9,7,3,x,x
Erica carnea,Erica carnea,species,6,4,4,5,2,0,6,4,4,x,2
Erica tetralix,Erica tetralix,species,8,5,8,1,2,0,8,5,8,1,2
Erigeron acris,Erigeron acris,species,8,5,4,7,3,1,8,5,4,7,3
Erigeron acris agg.,Erigeron acris agg.,aggregate,8,5,4,7,3,1,8,5,4,7,3
Erigeron annuus,Erigeron annuus,species,8,5,5,6,6,0,8,5,5,x,x
Erigeron annuus agg.,Erigeron annuus agg.,aggregate,8,5,5,6,6,0,8,5,5,x,x
Erigeron annuus ssp. annuus,Erigeron annuus subsp. annuus,subspecies,8,5,5,6,6,0,8,5,5,x,x
Erigeron annuus ssp. septentrionalis,Erigeron annuus subsp. septentrionalis,subspecies,8,5,5,6,6,0,8,5,5,x,x
Erigeron macrophyllus,Erigeron macrophyllus,species,8,5,4,5,3,0,8,5,4,5,3
Erigeron muralis,Erigeron muralis,species,8,6,4,7,3,0,8,6,4,7,3
Erigeron podolicus,Erigeron podolicus,species,8,7,3,8,3,1,8,7,3,8,3
Eriophorum angustifolium,Eriophorum angustifolium,species,8,4,9,4,2,0,8,x,9,4,2
Eriophorum gracile,Eriophorum gracile,species,8,4,9,4,2,0,8,4,9,4,2
Eriophorum latifolium,Eriophorum latifolium,species,8,5,9,8,2,1,8,x,9,8,2
Eriophorum vaginatum,Eriophorum vaginatum,species,7,3,9,2,1,0,7,3,9,2,1
Erodium cicutarium,Erodium cicutarium,species,8,6,4,6,6,0,8,6,4,x,x
Erodium moschatum,Erodium moschatum,species,8,7,4,7,4,0,8,7,4,7,4
Erophila spathulata,Erophila spathulata,species,9,7,3,8,2,0,9,7,3,8,2
Erophila verna,Erophila verna,species,8,6,3,5,3,0,8,6,x,x,3
Erophila verna agg.,Erophila verna agg.,aggregate,8,6,3,6,3,0,8,6,x,x,3
Erucastrum gallicum,Erucastrum gallicum,species,8,6,4,8,6,0,8,6,4,8,6
Eryngium campestre,Eryngium campestre,species,9,7,3,7,3,0,9,7,3,7,3
Eryngium maritimum,Eryngium maritimum,species,9,6,4,7,4,5,9,6,4,7,4
Eryngium planum,Eryngium planum,species,7,7,6,7,4,2,7,7,6,7,4
Erysimum andrzejowskianum,Erysimum andrzejowskianum,species,9,7,3,8,2,0,9,7,3,8,2
Erysimum crepidifolium,Erysimum crepidifolium,species,9,7,2,7,3,0,9,7,2,7,3
Erysimum diffusum,Erysimum diffusum,species,9,7,2,6,3,0,9,7,2,6,3
Erysimum diffusum agg.,Erysimum diffusum agg.,aggregate,9,7,2,7,3,0,9,7,2,7,3
Erysimum durum,Erysimum durum,species,9,7,3,6,4,0,9,7,3,6,4
Erysimum cheiranthoides,Erysimum cheiranthoides,species,7,5,5,7,7,0,7,5,5,7,7
Erysimum cheiranthoides ssp. cheiranthoides,Erysimum cheiranthoides subsp. cheiranthoides,subspecies,7,5,5,7,7,0,7,5,5,7,7
Erysimum cheiri,Erysimum cheiri,species,8,7,5,8,6,0,8,7,5,8,6
Erysimum odoratum,Erysimum odoratum,species,7,7,3,8,3,0,7,7,3,8,3
Erysimum repandum,Erysimum repandum,species,8,7,4,8,5,1,8,7,4,8,5
Erysimum virgatum,Erysimum virgatum,species,8,7,4,6,4,0,8,7,4,6,4
Erysimum virgatum agg.,Erysimum virgatum agg.,aggregate,8,7,4,6,4,0,8,7,4,6,4
Erythronium dens-canis,Erythronium dens-canis,species,4,7,5,7,4,0,4,7,5,7,4
Euonymus europaeus,Euonymus europaeus,species,5,5,5,7,6,0,x,5,5,7,6
Euonymus verrucosus,Euonymus verrucosus,species,5,6,4,7,6,0,x,6,4,7,6
Eupatorium cannabinum,Eupatorium cannabinum,species,7,5,7,7,7,1,7,5,7,7,7
Eupatorium cannabinum ssp. cannabinum,Eupatorium cannabinum subsp. cannabinum,subspecies,7,5,7,7,7,1,7,5,7,7,7
Euphorbia amygdaloides,Euphorbia amygdaloides,species,4,5,5,7,5,0,4,5,5,7,5
Euphorbia angulata,Euphorbia angulata,species,6,7,5,6,5,0,6,7,5,6,5
Euphorbia cyparissias,Euphorbia cyparissias,species,8,6,3,6,3,1,8,x,3,x,3
Euphorbia dulcis,Euphorbia dulcis,species,4,6,5,7,6,0,4,6,5,7,6
Euphorbia epithymoides,Euphorbia epithymoides,species,6,7,3,8,3,0,6,7,3,8,3
Euphorbia esula,Euphorbia esula,species,8,6,4,7,4,1,8,6,4,7,x
Euphorbia esula agg.,Euphorbia esula agg.,aggregate,8,6,4,7,4,1,8,6,4,7,x
Euphorbia esula ssp. esula,Euphorbia esula subsp. esula,subspecies,8,6,4,7,4,1,8,6,4,7,x
Euphorbia esula ssp. riparia,Euphorbia esula subsp. riparia,subspecies,8,6,4,7,4,1,8,6,4,7,x
Euphorbia exigua,Euphorbia exigua,species,7,6,4,8,5,0,7,6,4,8,5
Euphorbia falcata,Euphorbia falcata,species,7,7,4,8,5,0,7,7,4,8,5
Euphorbia helioscopia,Euphorbia helioscopia,species,7,6,5,7,7,0,7,6,5,7,7
Euphorbia humifusa,Euphorbia humifusa,species,9,8,4,7,5,1,9,8,4,7,5
Euphorbia chamaesyce,Euphorbia chamaesyce,species,9,8,2,8,5,1,9,8,2,8,5
Euphorbia illirica,Euphorbia illirica,species,7,7,6,7,5,0,7,7,6,x,5
Euphorbia lucida,Euphorbia lucida,species,7,6,8,7,7,0,7,6,8,7,7
Euphorbia maculata,Euphorbia maculata,species,9,8,3,7,6,1,9,8,3,7,6
Euphorbia palustris,Euphorbia palustris,species,7,6,8,7,7,0,7,6,8,7,x
Euphorbia peplus,Euphorbia peplus,species,7,6,4,7,8,0,7,6,4,x,8
Euphorbia platyphyllos,Euphorbia platyphyllos,species,7,7,5,7,6,1,7,7,5,7,6
Euphorbia platyphyllos ssp. platyphyllos,Euphorbia platyphyllos subsp. platyphyllos,subspecies,7,7,5,7,6,1,7,7,5,7,6
Euphorbia salicifolia,Euphorbia salicifolia,species,7,7,4,8,3,0,7,7,4,8,3
Euphorbia seguieriana,Euphorbia seguieriana,species,9,7,2,8,2,0,9,7,2,8,2
Euphorbia seguieriana ssp. minor,Euphorbia seguieriana subsp. minor,subspecies,9,7,2,8,2,0,9,7,2,8,2
Euphorbia seguieriana ssp. seguieriana,Euphorbia seguieriana subsp. seguieriana,subspecies,9,7,2,7,2,0,9,7,2,7,2
Euphorbia stricta,Euphorbia stricta,species,6,5,6,6,6,0,6,5,6,6,6
Euphorbia virgata,Euphorbia virgata,species,8,7,4,8,3,1,8,7,4,8,3
Euphrasia frigida,Euphrasia frigida,species,7,3,5,3,2,0,7,3,5,3,2
Euphrasia micrantha,Euphrasia micrantha,species,7,5,5,2,1,0,7,5,5,2,1
Euphrasia nemorosa,Euphrasia nemorosa,species,8,5,5,4,3,0,8,5,5,4,3
Euphrasia nemorosa agg.,Euphrasia nemorosa agg.,aggregate,7,5,5,3,2,0,7,5,5,3,2
Euphrasia officinalis,Euphrasia officinalis,species,8,5,5,4,4,0,8,5,x,x,4
Euphrasia officinalis ssp. picta,Euphrasia officinalis subsp. picta,subspecies,8,3,5,4,4,0,8,3,x,x,4
Euphrasia officinalis ssp. rostkoviana,Euphrasia officinalis subsp. rostkoviana,subspecies,8,5,5,4,4,0,8,5,x,x,4
Euphrasia salisburgensis,Euphrasia salisburgensis,species,7,3,5,8,4,0,7,3,5,8,4
Euphrasia stricta,Euphrasia stricta,species,8,6,4,5,2,0,8,x,4,x,2
Euphrasia stricta agg.,Euphrasia stricta agg.,aggregate,8,6,4,5,2,0,8,x,4,x,2
Euphrasia stricta ssp. stricta,Euphrasia stricta subsp. stricta,subspecies,8,6,4,5,2,0,8,x,4,x,2
Euphrasia stricta ssp. tatarica,Euphrasia stricta subsp. tatarica,subspecies,8,6,4,6,2,0,8,x,4,x,2
Fagopyrum esculentum,Fagopyrum esculentum,species,7,5,5,7,6,0,7,5,5,7,6
Fagus sylvatica,Fagus sylvatica,species,3,5,5,6,5,0,3,5,5,x,x
Falcaria vulgaris,Falcaria vulgaris,species,7,7,3,8,5,0,7,7,3,8,x
Fallopia aubertii,Fallopia aubertii,species,7,6,5,7,7,0,7,6,5,7,7
Fallopia convolvulus,Fallopia convolvulus,species,7,6,5,6,6,0,x,6,5,x,6
Fallopia dumetorum,Fallopia dumetorum,species,6,6,5,7,7,0,x,6,5,x,7
Festuca altissima,Festuca altissima,species,3,5,5,6,6,0,3,5,5,6,6
Festuca amethystina,Festuca amethystina,species,6,6,4,7,3,0,6,6,4,7,3
Festuca arundinacea,Festuca arundinacea,species,7,6,7,7,6,3,7,6,7,7,6
Festuca arundinacea ssp. arundinacea,Festuca arundinacea subsp. arundinacea,subspecies,7,6,7,7,6,3,7,6,7,7,6
Festuca arundinacea ssp. uechtritziana,Festuca arundinacea subsp. uechtritziana,subspecies,7,6,7,7,6,3,7,6,7,7,6
Festuca brevipila,Festuca brevipila,species,8,6,3,4,2,0,8,6,3,x,2
Festuca csikhegyensis,Festuca csikhegyensis,species,8,7,1,6,1,0,8,7,1,x,1
Festuca drymeja,Festuca drymeja,species,3,5,5,5,6,0,3,5,5,5,6
Festuca filiformis,Festuca filiformis,species,7,5,4,3,2,0,7,5,x,3,2
Festuca gigantea,Festuca gigantea,species,4,5,7,6,7,0,4,5,7,6,7
Festuca heterophylla,Festuca heterophylla,species,4,6,4,5,4,0,4,6,4,5,4
Festuca ovina,Festuca ovina,species,7,5,4,3,2,0,7,5,x,3,2
Festuca ovina agg.,Festuca ovina agg.,aggregate,8,5,3,5,2,0,8,5,x,x,2
Festuca ovina s. lat.,Festuca ovina s. lat.,s. lat.,7,5,4,3,2,0,7,5,x,3,2
Festuca ovina ssp. guestfalica,Festuca ovina subsp. guestfalica,subspecies,6,5,4,3,2,0,6,5,x,3,x
Festuca ovina ssp. ovina,Festuca ovina subsp. ovina,subspecies,6,5,4,3,2,0,6,5,x,3,2
Festuca pallens,Festuca pallens,species,8,7,2,6,1,0,8,7,2,x,1
Festuca pallens s. lat.,Festuca pallens s. lat.,s. lat.,8,7,2,6,1,0,8,7,2,x,1
Festuca pratensis,Festuca pratensis,species,7,5,5,6,6,1,7,x,5,x,6
Festuca pratensis agg.,Festuca pratensis agg.,aggregate,7,5,6,6,6,1,7,5,6,x,6
Festuca psammophila,Festuca psammophila,species,8,7,2,4,2,0,8,7,2,4,2
Festuca psammophila ssp. dominii,Festuca psammophila subsp. dominii,subspecies,8,8,2,4,2,0,8,8,2,4,2
Festuca psammophila ssp. psammophila,Festuca psammophila subsp. psammophila,subspecies,8,7,2,4,2,0,8,7,2,4,2
Festuca pseudodalmatica,Festuca pseudodalmatica,species,9,7,2,7,2,0,9,7,2,x,2
Festuca pulchra,Festuca pulchra,species,9,7,3,8,3,2,9,7,3,x,3
Festuca rubra,Festuca rubra,species,7,5,5,5,5,1,7,x,5,x,x
Festuca rubra ssp. rubra,Festuca rubra subsp. rubra,subspecies,7,5,5,5,5,1,7,5,5,x,x
Festuca rupicola,Festuca rupicola,species,8,6,3,8,3,0,8,6,3,x,3
Festuca supina,Festuca supina,species,9,2,5,2,2,0,9,2,5,2,2
Festuca valesiaca,Festuca valesiaca,species,8,7,2,7,2,0,8,7,2,x,2
Festuca valesiaca s. lat.,Festuca valesiaca s. lat.,s. lat.,8,7,2,7,2,0,8,7,2,x,2
Festuca versicolor,Festuca versicolor,species,9,3,5,7,2,0,9,3,5,7,2
Festuca versicolor ssp. versicolor,Festuca versicolor subsp. versicolor,subspecies,9,3,5,7,2,0,9,3,5,7,2
Ficaria calthifolia,Ficaria calthifolia,species,6,6,4,7,5,0,6,6,4,7,5
Ficaria verna,Ficaria verna,species,4,5,6,7,7,0,4,5,6,7,7
Ficaria verna ssp. verna,Ficaria verna subsp. verna,subspecies,4,5,6,7,7,0,4,5,6,7,7
Filago arvensis,Filago arvensis,species,8,7,3,4,3,0,8,7,3,4,3
Filago lutescens,Filago lutescens,species,9,7,3,4,2,0,9,7,3,4,2
Filago minima,Filago minima,species,9,6,2,4,2,0,9,6,2,4,2
Filago vulgaris,Filago vulgaris,species,9,7,3,4,3,0,9,7,3,x,3
Filago vulgaris agg.,Filago vulgaris agg.,aggregate,9,7,3,4,3,0,9,7,3,x,3
Filipendula ulmaria,Filipendula ulmaria,species,6,5,8,6,5,1,6,x,8,x,5
Filipendula ulmaria ssp. picbaueri,Filipendula ulmaria subsp. picbaueri,subspecies,7,6,7,6,5,1,7,6,7,6,5
Filipendula ulmaria ssp. ulmaria,Filipendula ulmaria subsp. ulmaria,subspecies,6,5,8,6,5,1,6,x,8,x,5
Filipendula vulgaris,Filipendula vulgaris,species,7,6,4,8,3,0,7,6,4,8,3
Foeniculum vulgare,Foeniculum vulgare,species,7,8,4,8,7,1,7,8,4,8,7
Fourraea alpina,Fourraea alpina,species,5,6,4,8,4,0,5,6,4,8,4
Fragaria moschata,Fragaria moschata,species,6,6,5,6,6,0,6,6,5,6,6
Fragaria vesca,Fragaria vesca,species,6,5,5,6,5,0,x,5,5,x,5
Fragaria viridis,Fragaria viridis,species,7,5,3,7,4,1,7,5,3,7,4
Fragaria viridis ssp. viridis,Fragaria viridis subsp. viridis,subspecies,7,5,3,7,4,1,7,5,3,7,4
Frangula alnus,Frangula alnus,species,6,6,7,4,4,0,x,6,7,4,x
Fraxinus angustifolia,Fraxinus angustifolia,species,5,7,7,7,7,0,5,7,7,7,7
Fraxinus angustifolia ssp. danubialis,Fraxinus angustifolia subsp. danubialis,subspecies,5,7,7,7,7,0,5,7,7,7,7
Fraxinus excelsior,Fraxinus excelsior,species,4,5,6,7,7,0,x,5,x,7,7
Fraxinus ornus,Fraxinus ornus,species,4,8,3,8,3,0,x,8,3,8,3
Fritillaria meleagris,Fritillaria meleagris,species,8,7,8,7,5,0,8,7,8,7,5
Fumana procumbens,Fumana procumbens,species,9,8,1,9,2,0,9,8,1,9,2
Fumaria capreolata,Fumaria capreolata,species,6,7,5,4,7,0,6,7,5,4,7
Fumaria officinalis,Fumaria officinalis,species,7,6,5,6,7,0,7,6,5,6,7
Fumaria officinalis ssp. officinalis,Fumaria officinalis subsp. officinalis,subspecies,7,6,5,6,7,0,7,6,5,6,7
Fumaria officinalis ssp. wirtgenii,Fumaria officinalis subsp. wirtgenii,subspecies,7,6,5,6,7,0,7,6,5,6,7
Fumaria rostellata,Fumaria rostellata,species,7,7,4,7,6,0,7,7,4,7,6
Fumaria schleicheri,Fumaria schleicheri,species,7,7,4,8,6,0,7,7,4,8,6
Fumaria vaillantii,Fumaria vaillantii,species,7,7,4,8,6,0,7,7,4,8,6
Fumaria vaillantii ssp. schrammii,Fumaria vaillantii subsp. schrammii,subspecies,7,7,4,8,6,0,7,7,4,8,6
Fumaria vaillantii ssp. vaillantii,Fumaria vaillantii subsp. vaillantii,subspecies,7,7,4,8,6,0,7,7,4,8,6
Gagea bohemica,Gagea bohemica,species,9,8,2,4,2,0,9,8,2,4,2
Gagea bohemica ssp. bohemica,Gagea bohemica subsp. bohemica,subspecies,9,8,2,4,2,0,9,8,2,4,2
Gagea bohemica ssp. saxatilis,Gagea bohemica subsp. saxatilis,subspecies,9,8,2,4,2,0,9,8,2,4,2
Gagea lutea,Gagea lutea,species,4,5,6,7,7,0,4,5,6,7,7
Gagea minima,Gagea minima,species,6,6,5,7,7,0,6,6,5,7,7
Gagea pratensis,Gagea pratensis,species,6,6,4,7,6,0,6,6,4,7,6
Gagea pratensis agg.,Gagea pratensis agg.,aggregate,6,6,4,7,6,0,6,6,4,7,6
Gagea pusilla,Gagea pusilla,species,6,7,3,8,5,0,6,7,3,8,5
Gagea transversalis,Gagea transversalis,species,6,7,4,7,6,0,6,7,4,7,6
Gagea villosa,Gagea villosa,species,7,7,4,7,6,0,7,7,4,7,6
Galanthus nivalis,Galanthus nivalis,species,5,6,6,7,7,0,5,6,6,7,7
Galatella linosyris,Galatella linosyris,species,8,7,2,8,3,0,8,7,2,8,3
Galega officinalis,Galega officinalis,species,7,6,6,7,7,2,7,6,6,7,7
Galeobdolon argentatum,Galeobdolon argentatum,species,4,6,6,6,7,0,4,x,6,6,7
Galeobdolon luteum,Galeobdolon luteum,species,3,5,6,6,7,0,3,x,6,6,7
Galeobdolon luteum agg.,Galeobdolon luteum agg.,aggregate,3,5,6,6,7,0,3,x,6,6,7
Galeobdolon montanum,Galeobdolon montanum,species,3,5,6,6,7,0,3,x,6,6,7
Galeopsis angustifolia,Galeopsis angustifolia,species,8,7,2,8,3,0,8,7,2,8,3
Galeopsis bifida,Galeopsis bifida,species,7,5,5,6,7,0,7,5,5,6,7
Galeopsis ladanum,Galeopsis ladanum,species,8,5,4,5,4,0,8,5,4,5,4
Galeopsis ladanum agg.,Galeopsis ladanum agg.,aggregate,8,6,3,6,3,0,8,6,3,6,3
Galeopsis pernhofferi,Galeopsis pernhofferi,species,6,6,6,6,7,0,6,6,6,6,7
Galeopsis pubescens,Galeopsis pubescens,species,6,5,5,6,7,0,6,5,5,x,7
Galeopsis speciosa,Galeopsis speciosa,species,7,5,5,6,7,0,7,5,5,x,7
Galeopsis tetrahit,Galeopsis tetrahit,species,6,5,5,5,7,0,6,5,5,x,7
Galeopsis tetrahit agg.,Galeopsis tetrahit agg.,aggregate,6,5,5,5,7,0,6,5,5,x,7
Galinsoga parviflora,Galinsoga parviflora,species,8,6,5,6,8,0,8,6,5,6,8
Galinsoga quadriradiata,Galinsoga quadriradiata,species,8,6,5,6,8,0,8,6,5,6,8
Galium ×pomeranicum,Galium x pomeranicum,hybrid,7,5,4,6,4,0,7,5,4,6,4
Galium album,Galium album,species,7,6,4,6,6,1,7,6,4,6,6
Galium album ssp. album,Galium album subsp. album,subspecies,7,6,4,6,6,1,7,6,4,6,6
Galium album ssp. pycnotrichum,Galium album subsp. pycnotrichum,subspecies,7,6,4,7,4,0,7,6,4,7,4
Galium aparine,Galium aparine,species,6,6,5,6,8,1,x,6,x,6,8
Galium aparine agg.,Galium aparine agg.,aggregate,6,6,5,6,8,1,x,6,x,6,8
Galium austriacum,Galium austriacum,species,7,6,4,9,2,0,7,6,4,9,2
Galium boreale,Galium boreale,species,6,6,6,7,4,0,6,6,6,7,4
Galium boreale ssp. boreale,Galium boreale subsp. boreale,subspecies,6,6,6,7,4,0,6,6,6,7,4
Galium boreale ssp. exoletum,Galium boreale subsp. exoletum,subspecies,7,7,4,8,3,0,7,7,4,8,3
Galium elongatum,Galium elongatum,species,6,5,9,5,6,1,6,5,9,5,6
Galium glaucum,Galium glaucum,species,8,7,2,8,3,0,8,7,2,8,3
Galium glaucum var. glaucum,Galium glaucum var. glaucum,variant,8,7,2,8,3,0,8,7,2,8,3
Galium glaucum var. hirsutum,Galium glaucum var. hirsutum,variant,8,7,2,8,3,0,8,7,2,8,3
Galium intermedium,Galium intermedium,species,4,6,5,6,6,0,4,6,5,6,6
Galium mollugo,Galium mollugo,species,7,6,6,6,6,1,7,6,6,6,x
Galium mollugo agg.,Galium mollugo agg.,aggregate,7,6,5,6,6,1,7,6,5,6,x
Galium odoratum,Galium odoratum,species,3,5,5,6,6,0,3,x,5,6,6
Galium palustre,Galium palustre,species,6,5,9,6,6,1,6,5,9,x,6
Galium palustre agg.,Galium palustre agg.,aggregate,6,5,9,5,6,1,6,5,9,x,6
Galium parisiense,Galium parisiense,species,8,7,3,5,3,0,8,7,3,5,3
Galium pumilum,Galium pumilum,species,7,5,4,4,3,0,7,5,4,4,3
Galium pumilum agg.,Galium pumilum agg.,aggregate,7,5,4,5,3,0,7,5,4,5,3
Galium rivale,Galium rivale,species,6,6,8,6,6,0,6,6,8,6,6
Galium rotundifolium,Galium rotundifolium,species,2,5,5,5,6,0,2,5,5,5,6
Galium saxatile,Galium saxatile,species,6,4,5,2,3,0,6,4,5,2,3
Galium spurium,Galium spurium,species,7,6,5,7,6,0,7,6,5,7,6
Galium spurium ssp. spurium,Galium spurium subsp. spurium,subspecies,7,6,5,7,6,0,7,6,5,7,6
Galium spurium var. echinospermum,Galium spurium var. echinospermum,variant,7,6,5,7,6,0,7,6,5,7,6
Galium spurium var. spurium,Galium spurium var. spurium,variant,7,6,5,7,6,0,7,6,5,7,6
Galium sudeticum,Galium sudeticum,species,8,4,6,5,3,0,8,4,6,5,3
Galium sylvaticum,Galium sylvaticum,species,5,5,5,6,5,0,5,5,5,6,5
Galium sylvaticum agg.,Galium sylvaticum agg.,aggregate,5,5,5,6,5,0,5,5,5,6,5
Galium tricornutum,Galium tricornutum,species,7,7,3,8,5,0,7,7,3,8,5
Galium uliginosum,Galium uliginosum,species,6,5,8,4,3,0,6,x,8,x,3
Galium valdepilosum,Galium valdepilosum,species,6,6,4,5,3,0,6,6,4,5,3
Galium valdepilosum ssp. valdepilosum,Galium valdepilosum subsp. valdepilosum,subspecies,6,6,4,5,3,0,6,6,4,5,3
Galium verum,Galium verum,species,7,6,4,5,3,1,7,6,4,5,3
Galium verum agg.,Galium verum agg.,aggregate,7,6,4,6,3,1,7,6,4,6,3
Galium wirtgenii,Galium wirtgenii,species,7,7,7,7,4,2,7,7,7,7,4
Genista germanica,Genista germanica,species,7,5,4,3,2,0,7,5,4,3,2
Genista pilosa,Genista pilosa,species,7,6,3,4,2,0,7,6,3,4,2
Genista sagittalis,Genista sagittalis,species,7,5,4,4,3,0,7,5,4,4,3
Genista tinctoria,Genista tinctoria,species,7,6,4,6,3,0,7,6,4,6,3
Gentiana acaulis,Gentiana acaulis,species,8,3,5,3,3,0,8,3,5,3,3
Gentiana asclepiadea,Gentiana asclepiadea,species,6,3,6,5,4,0,x,3,6,5,4
Gentiana cruciata,Gentiana cruciata,species,7,6,3,8,3,0,7,6,3,8,3
Gentiana cruciata ssp. cruciata,Gentiana cruciata subsp. cruciata,subspecies,7,6,3,8,3,0,7,6,3,8,3
Gentiana lutea,Gentiana lutea,species,7,3,5,5,3,0,7,3,5,x,3
Gentiana lutea ssp. lutea,Gentiana lutea subsp. lutea,subspecies,7,3,5,5,3,0,7,3,5,x,3
Gentiana pannonica,Gentiana pannonica,species,7,3,5,2,3,0,7,3,5,2,3
Gentiana pneumonanthe,Gentiana pneumonanthe,species,7,5,7,6,3,0,7,5,7,x,3
Gentiana punctata,Gentiana punctata,species,8,3,5,3,3,0,8,3,5,3,3
Gentiana verna,Gentiana verna,species,8,3,4,7,3,0,8,3,4,7,3
Gentiana verna ssp. verna,Gentiana verna subsp. verna,subspecies,8,3,4,7,3,0,8,3,4,7,3
Gentianella amarella,Gentianella amarella,species,8,5,5,7,3,0,8,5,5,7,3
Gentianella amarella ssp. amarella,Gentianella amarella subsp. amarella,subspecies,8,5,5,7,3,0,8,5,5,7,3
Gentianella campestris,Gentianella campestris,species,8,5,5,5,3,0,8,5,5,5,3
Gentianella campestris ssp. baltica,Gentianella campestris subsp. baltica,subspecies,8,5,5,5,3,0,8,5,5,5,3
Gentianella germanica,Gentianella germanica,species,7,5,4,7,3,0,7,5,4,7,3
Gentianella lutescens,Gentianella lutescens,species,7,5,5,5,3,0,7,5,5,5,3
Gentianella lutescens ssp. carpatica,Gentianella lutescens subsp. carpatica,subspecies,7,5,5,5,3,0,7,5,5,5,3
Gentianella lutescens ssp. lutescens,Gentianella lutescens subsp. lutescens,subspecies,7,5,5,5,3,0,7,5,5,5,3
Gentianella obtusifolia,Gentianella obtusifolia,species,8,5,5,6,3,0,8,5,5,6,3
Gentianella obtusifolia ssp. sturmiana,Gentianella obtusifolia subsp. sturmiana,subspecies,8,5,5,6,3,0,8,5,5,6,3
Gentianella praecox,Gentianella praecox,species,8,5,4,5,3,0,8,5,4,5,3
Gentianella praecox ssp. bohemica,Gentianella praecox subsp. bohemica,subspecies,8,5,4,5,3,0,8,5,4,5,3
Gentianopsis ciliata,Gentianopsis ciliata,species,7,6,3,8,3,0,7,x,3,8,3
Geranium columbinum,Geranium columbinum,species,7,6,4,7,6,0,7,6,4,7,6
Geranium dissectum,Geranium dissectum,species,7,6,4,7,6,0,7,6,4,7,6
Geranium divaricatum,Geranium divaricatum,species,6,7,4,7,6,0,6,7,4,7,6
Geranium lucidum,Geranium lucidum,species,4,7,5,8,7,0,4,7,5,8,7
Geranium molle,Geranium molle,species,8,7,4,7,6,0,8,7,4,7,6
Geranium molle ssp. molle,Geranium molle subsp. molle,subspecies,8,7,4,7,6,0,8,7,4,7,6
Geranium palustre,Geranium palustre,species,7,5,7,7,7,0,7,5,7,7,7
