releve_nr,species,layer,cover_perc
122,Ribes uva-crispa,4,3
122,Ribes uva-crispa,7,2
122,Stellaria holostea,6,1
122,Ulmus glabra,1,3
122,Ulmus glabra,7,2
122,Viola mirabilis,6,1
123,Acer campestre,4,2
123,Acer campestre,7,2
123,Acer platanoides,1,2
123,Acer platanoides,7,2
123,Acer pseudoplatanus,1,18
123,Acer pseudoplatanus,4,2
123,Acer pseudoplatanus,7,1
123,Aconitum lycoctonum,6,4
123,Alliaria petiolata,6,2
123,Asplenium trichomanes,6,1
123,Campanula persicifolia,6,1
123,Cardamine impatiens,6,1
123,Carex digitata,6,2
123,Carex muricata agg.,6,2
123,Carpinus betulus,7,1
123,Chaerophyllum temulum,6,2
123,Convallaria majalis,6,2
123,Corylus avellana,4,1
123,Dentaria bulbifera,6,3
123,Epipactis,6,1
123,Euonymus europaeus,7,2
123,Fagus sylvatica,1,38
123,Fagus sylvatica,4,8
123,Fagus sylvatica,7,2
123,Fraxinus excelsior,1,38
123,Fraxinus excelsior,7,3
123,Galeobdolon luteum agg.,6,3
123,Galium aparine,6,1
123,Galium odoratum,6,8
123,Galium sylvaticum,6,2
123,Geranium robertianum,6,2
123,Geum urbanum,6,1
123,Hepatica nobilis,6,2
123,Impatiens parviflora,6,4
123,Lamium maculatum,6,8
123,Lathyrus vernus,6,2
123,Maianthemum bifolium,6,2
123,Mercurialis perennis,6,3
123,Moehringia trinervia,6,2
123,Myosotis sylvatica,6,1
123,Omphalodes scorpioides,6,2
123,Poa nemoralis,6,1
123,Polygonatum multiflorum,6,2
123,Prunus avium,7,2
123,Pulmonaria officinalis agg.,6,2
123,Ranunculus lanuginosus,6,1
123,Ribes uva-crispa,7,2
123,Sambucus nigra,4,3
123,Sambucus nigra,7,1
123,Stellaria holostea,6,8
123,Ulmus glabra,4,8
123,Ulmus glabra,7,2
123,Urtica dioica,6,2
123,Viola hirta,6,2
123,Viola mirabilis,6,1
124,Acer campestre,1,3
124,Acer campestre,7,2
124,Acer platanoides,7,2
124,Acer pseudoplatanus,1,3
124,Acer pseudoplatanus,7,2
124,Anemone nemorosa,6,2
124,Brachypodium sylvaticum,6,3
124,Bromus ramosus agg.,6,2
124,Campanula persicifolia,6,2
124,Campanula trachelium,6,2
124,Carex digitata,6,4
124,Carex pilosa,6,38
124,Carpinus betulus,1,38
124,Carpinus betulus,7,2
124,Clinopodium vulgare,6,2
124,Cornus sanguinea,7,2
124,Crataegus monogyna s.lat.,4,1
124,Crataegus monogyna s.lat.,7,1
124,Dactylis polygama,6,2
124,Dentaria bulbifera,6,2
124,Digitalis grandiflora,6,2
124,Elymus caninus,6,2
124,Euonymus europaeus,7,2
124,Euonymus verrucosus,7,3
124,Fagus sylvatica,4,1
124,Fagus sylvatica,7,2
124,Fragaria vesca,6,2
124,Fraxinus excelsior,1,3
124,Fraxinus excelsior,7,3
124,Galium odoratum,6,2
124,Galium sylvaticum,6,3
124,Geum urbanum,6,1
124,Hepatica nobilis,6,3
124,Hieracium murorum,6,1
124,Lathyrus niger,6,2
124,Lathyrus vernus,6,2
124,Lilium martagon,6,1
124,Lonicera xylosteum,7,1
124,Melampyrum nemorosum,6,3
124,Melica nutans,6,2
124,Melica uniflora,6,8
124,Melittis melissophyllum,6,2
124,Mercurialis perennis,6,3
124,Neottia nidus-avis,6,1
124,Poa nemoralis,6,4
124,Prunus avium,7,2
124,Pulmonaria officinalis agg.,6,2
124,Sanicula europaea,6,2
124,Sorbus torminalis,7,3
124,Stellaria holostea,6,2
124,Tilia platyphyllos,7,2
124,Ulmus glabra,7,2
124,Veronica chamaedrys agg.,6,1
124,Vincetoxicum hirundinaria,6,2
124,Viola mirabilis,6,1
124,Viola riviniana,6,2
125,Acer campestre,4,2
125,Acer campestre,7,2
125,Acer platanoides,7,2
125,Acer pseudoplatanus,1,4
125,Acer pseudoplatanus,4,18
125,Acer pseudoplatanus,7,2
125,Aegopodium podagraria,6,38
125,Ajuga reptans,6,2
125,Alliaria petiolata,6,2
125,Alnus glutinosa,1,38
125,Alnus glutinosa,7,1
125,Asarum europaeum,6,3
125,Brachypodium sylvaticum,6,1
125,Campanula trachelium,6,2
125,Carpinus betulus,1,4
125,Carpinus betulus,7,1
125,Chaerophyllum aromaticum,6,1
125,Equisetum arvense,6,1
125,Euonymus europaeus,4,2
125,Euonymus europaeus,7,1
125,Festuca gigantea,6,1
125,Filipendula ulmaria,6,2
125,Fraxinus excelsior,1,4
125,Fraxinus excelsior,4,2
125,Galeobdolon luteum agg.,6,18
125,Galium aparine,6,1
125,Geum urbanum,6,2
125,Impatiens noli-tangere,6,8
125,Impatiens parviflora,6,3
125,Lamium maculatum,6,18
125,Moehringia trinervia,6,1
125,Myosoton aquaticum,6,38
125,Pulmonaria officinalis agg.,6,3
125,Ranunculus repens,6,1
125,Rubus caesius,6,1
125,Sambucus nigra,4,2
125,Sambucus nigra,7,1
125,Stachys sylvatica,6,8
125,Stellaria holostea,6,2
125,Ulmus glabra,4,2
125,Ulmus glabra,7,2
125,Urtica dioica,6,8
125,Viola reichenbachiana,6,1
126,Abies alba,7,1
126,Acer campestre,1,2
126,Acer campestre,7,2
126,Acer pseudoplatanus,1,38
126,Acer pseudoplatanus,7,4
126,Ajuga reptans,6,2
126,Alliaria petiolata,6,2
126,Anemone,6,1
126,Asarum europaeum,6,3
126,Athyrium filix-femina,6,2
126,Campanula persicifolia,6,1
126,Campanula trachelium,6,2
126,Cardamine impatiens,6,2
126,Carex digitata,6,3
126,Carpinus betulus,1,38
126,Carpinus betulus,7,2
126,Dactylis polygama,6,2
126,Dryopteris filix-mas,6,8
126,Fraxinus excelsior,7,2
126,Galeobdolon luteum agg.,6,18
126,Galium odoratum,6,8
126,Geranium robertianum,6,3
126,Geum urbanum,6,1
126,Impatiens noli-tangere,6,1
126,Impatiens parviflora,6,4
126,Melica nutans,6,2
126,Moehringia trinervia,6,2
126,Mycelis muralis,6,2
126,Myosotis sylvatica,6,1
126,Oxalis acetosella,6,2
126,Poa nemoralis,6,2
126,Pulmonaria officinalis agg.,6,3
126,Quercus petraea agg.,1,2
126,Quercus petraea agg.,7,2
126,Rubus caesius,6,2
126,Sambucus nigra,7,2
126,Senecio nemorensis agg.,6,1
126,Urtica dioica,6,2
126,Viola reichenbachiana,6,2
127,Aegopodium podagraria,6,2
127,Aesculus hippocastanum,7,1
127,Ajuga reptans,6,2
127,Alliaria petiolata,6,2
127,Alnus glutinosa,1,63
127,Alnus glutinosa,4,8
127,Anemone,6,1
127,Athyrium filix-femina,6,3
127,Bidens frondosa,6,2
127,Brachypodium sylvaticum,6,3
127,Caltha palustris,6,2
127,Cardamine amara subsp. amara,6,2
127,Carex acutiformis,6,18
127,Carex remota,6,3
127,Carpinus betulus,4,1
127,Carpinus betulus,7,2
127,Chrysosplenium alternifolium,6,1
127,Circaea x intermedia,6,3
127,Corylus avellana,4,1
127,Crepis paludosa,6,2
127,Epilobium roseum,6,2
127,Equisetum arvense,6,2
127,Euonymus europaeus,4,1
127,Eupatorium cannabinum,6,2
127,Fagus sylvatica,7,2
127,Festuca gigantea,6,3
127,Filipendula ulmaria,6,2
127,Fragaria moschata,6,2
127,Frangula alnus,4,2
127,Fraxinus excelsior,4,2
127,Galeobdolon luteum agg.,6,1
127,Galeopsis speciosa,6,1
127,Galium aparine,6,1
127,Geranium palustre,6,2
127,Geranium robertianum,6,2
127,Geum urbanum,6,2
127,Glechoma hederacea,6,2
127,Impatiens noli-tangere,6,3
127,Impatiens parviflora,6,2
127,Juncus effusus,6,2
127,Lycopus europaeus,6,2
127,Lysimachia nummularia,6,2
127,Lysimachia vulgaris,6,4
127,Maianthemum bifolium,6,1
127,Mentha longifolia,6,2
127,Moehringia trinervia,6,2
127,Mycelis muralis,6,2
127,Oxalis acetosella,6,2
127,Persicaria lapathifolia,6,2
127,Prunus avium,4,2
127,Quercus petraea agg.,7,1
127,Ranunculus acris,6,1
127,Ranunculus lanuginosus,6,1
127,Ranunculus repens,6,3
127,Rubus fruticosus agg.,6,3
127,Rubus idaeus,6,8
127,Rumex sanguineus,6,2
127,Sambucus nigra,4,8
127,Scirpus sylvaticus,6,18
127,Solanum dulcamara,6,3
127,Sorbus aucuparia,7,1
127,Stachys sylvatica,6,3
127,Taraxacum sect. Palustria,6,1
127,Urtica dioica,6,2
127,Veronica beccabunga,6,2
127,Viburnum opulus,4,2
127,Viburnum opulus,7,2
127,Vicia sepium,6,1
127,Viola riviniana,6,2
127,Myosotis palustris agg.,6,4
128,Acer pseudoplatanus,1,38
128,Acer pseudoplatanus,7,2
128,Actaea spicata,6,2
128,Asarum europaeum,6,3
128,Asplenium trichomanes,6,2
128,Campanula rapunculoides,6,2
128,Corylus avellana,1,38
128,Corylus avellana,4,4
128,Cystopteris fragilis,6,1
128,Dryopteris filix-mas,6,2
128,Fagus sylvatica,1,18
128,Fagus sylvatica,4,2
128,Fagus sylvatica,7,2
128,Fraxinus excelsior,7,1
128,Galeobdolon luteum agg.,6,2
128,Galium odoratum,6,3
128,Galium sylvaticum,6,1
128,Geranium robertianum,6,1
128,Hepatica nobilis,6,2
128,Impatiens noli-tangere,6,2
128,Impatiens parviflora,6,1
128,Lathyrus vernus,6,2
128,Lilium martagon,6,1
128,Lunaria rediviva,6,63
128,Mercurialis perennis,6,2
128,Oxalis acetosella,6,2
128,Pulmonaria officinalis agg.,6,2
128,Ribes uva-crispa,7,2
128,Sambucus nigra,4,4
128,Tilia platyphyllos,1,3
128,Ulmus glabra,4,2
128,Urtica dioica,6,2
129,Abies alba,7,1
129,Acer campestre,4,2
129,Acer campestre,7,2
129,Acer platanoides,7,2
129,Acer pseudoplatanus,1,8
129,Acer pseudoplatanus,4,1
129,Adoxa moschatellina,6,1
129,Aegopodium podagraria,6,38
129,Aesculus hippocastanum,4,4
129,Agrostis stolonifera,6,1
129,Ajuga reptans,6,2
129,Alliaria petiolata,6,1
129,Alnus glutinosa,1,38
129,Athyrium filix-femina,6,3
129,Brachypodium sylvaticum,6,2
129,Cardamine amara subsp. amara,6,1
129,Carex sylvatica,6,1
129,Carpinus betulus,1,1
129,Chaerophyllum hirsutum,6,4
129,Chelidonium majus,6,1
129,Corylus avellana,4,1
129,Crepis paludosa,6,3
129,Cystopteris fragilis,6,1
129,Dentaria bulbifera,6,1
129,Dryopteris filix-mas,6,2
129,Equisetum arvense,6,2
129,Festuca gigantea,6,1
129,Filipendula ulmaria,6,3
129,Fraxinus excelsior,1,38
129,Fraxinus excelsior,4,1
129,Fraxinus excelsior,7,3
129,Galeobdolon luteum agg.,6,3
129,Geranium phaeum,6,2
129,Geum urbanum,6,2
129,Glechoma hederacea,6,3
129,Impatiens noli-tangere,6,2
129,Impatiens parviflora,6,1
129,Myosoton aquaticum,6,18
129,Oxalis acetosella,6,2
129,Primula elatior,6,4
129,Pulmonaria officinalis agg.,6,2
129,Ranunculus lanuginosus,6,3
129,Sambucus nigra,7,2
129,Stachys sylvatica,6,2
129,Ulmus glabra,1,3
129,Ulmus glabra,4,4
129,Ulmus glabra,7,2
129,Urtica dioica,6,2
129,Viburnum opulus,7,2
130,Acer campestre,1,1
130,Acer platanoides,1,8
130,Acer platanoides,7,1
130,Acer pseudoplatanus,1,38
130,Acer pseudoplatanus,4,3
130,Alliaria petiolata,6,2
130,Asarum europaeum,6,2
130,Cardamine impatiens,6,1
130,Carpinus betulus,1,3
130,Corylus avellana,4,3
130,Dryopteris filix-mas,6,2
130,Euonymus verrucosus,7,2
130,Fraxinus excelsior,1,38
130,Fraxinus excelsior,7,1
130,Galeobdolon luteum agg.,6,1
130,Galium odoratum,6,1
130,Geranium robertianum,6,1
130,Glechoma hederacea,6,2
130,Impatiens noli-tangere,6,3
130,Impatiens parviflora,6,3
130,Lamium maculatum,6,8
130,Lunaria rediviva,6,63
130,Melica uniflora,6,1
130,Oxalis acetosella,6,1
130,Polypodium vulgare agg.,6,2
130,Pulmonaria officinalis agg.,6,2
130,Ribes uva-crispa,7,2
130,Sambucus nigra,4,2
130,Sambucus racemosa,4,2
130,Stellaria holostea,6,3
130,Tilia platyphyllos,1,3
130,Ulmus glabra,1,8
130,Ulmus glabra,4,3
130,Ulmus glabra,7,2
130,Urtica dioica,6,3
131,Aegopodium podagraria,6,2
131,Agrostis stolonifera,6,3
131,Ajuga reptans,6,2
131,Alnus glutinosa,1,38
131,Alnus glutinosa,7,2
131,Alnus incana,1,38
131,Alnus incana,4,3
131,Alnus incana,7,1
131,Angelica sylvestris,6,2
131,Athyrium filix-femina,6,2
131,Brachypodium sylvaticum,6,8
131,Caltha palustris,6,2
131,Cardamine amara subsp. amara,6,2
131,Carduus crispus,6,1
131,Carex muricata agg.,6,4
131,Carex remota,6,18
131,Chaerophyllum hirsutum,6,18
131,Chrysosplenium alternifolium,6,2
131,Cirsium palustre,6,1
131,Crepis paludosa,6,3
131,Daphne mezereum,6,1
131,Deschampsia cespitosa,6,4
131,Dryopteris dilatata,6,3
131,Epilobium roseum,6,2
131,Equisetum arvense,6,2
131,Equisetum sylvaticum,6,2
131,Fagus sylvatica,7,1
131,Festuca gigantea,6,3
131,Filipendula ulmaria,6,1
131,Galeopsis pubescens,6,1
131,Galium palustre agg.,6,2
131,Geranium robertianum,6,1
131,Geum urbanum,6,2
131,Glyceria fluitans,6,2
131,Impatiens noli-tangere,6,3
131,Impatiens parviflora,6,1
131,Juncus effusus,6,2
131,Lycopus europaeus,6,2
131,Lysimachia nummularia,6,2
131,Lysimachia vulgaris,6,3
131,Mentha aquatica,6,3
131,Oxalis acetosella,6,2
131,Persicaria lapathifolia,6,2
131,Poa palustris,6,2
131,Ranunculus repens,6,2
131,Rubus fruticosus agg.,6,2
131,Rubus idaeus,6,1
131,Rumex obtusifolius,6,3
131,Scrophularia nodosa,6,2
131,Scutellaria galericulata,6,2
131,Senecio nemorensis agg.,6,2
131,Silene nutans,6,2
131,Solanum dulcamara,6,38
131,Stachys sylvatica,6,2
131,Stellaria alsine,6,2
131,Stellaria holostea,6,2
131,Taraxacum sect. Palustria,6,2
131,Urtica dioica,6,3
131,Valeriana dioica,6,3
131,Veronica beccabunga,6,2
131,Veronica chamaedrys agg.,6,1
131,Viola riviniana,6,1
131,Myosotis palustris agg.,6,3
131,Ranunculus auricomus agg.,6,1
131,Ficaria calthifolia,6,1
132,Acer pseudoplatanus,4,2
132,Acer pseudoplatanus,7,2
132,Aegopodium podagraria,6,2
132,Agrostis stolonifera,6,2
132,Ajuga reptans,6,3
132,Alchemilla vulgaris s.lat.,6,1
132,Alnus glutinosa,1,38
132,Alnus glutinosa,4,2
132,Alnus incana,1,8
132,Alnus incana,7,1
132,Athyrium filix-femina,6,3
132,Caltha palustris,6,2
132,Cardamine amara subsp. amara,6,2
132,Carex acutiformis,6,18
132,Carex muricata agg.,6,2
132,Carex remota,6,3
132,Carpinus betulus,7,1
132,Chaerophyllum hirsutum,6,3
132,Chrysosplenium alternifolium,6,2
132,Crepis paludosa,6,2
132,Dryopteris dilatata,6,2
132,Epilobium roseum,6,2
132,Equisetum arvense,6,2
132,Euonymus europaeus,4,2
132,Eupatorium cannabinum,6,2
132,Euphorbia dulcis,6,2
132,Festuca gigantea,6,2
132,Filipendula ulmaria,6,3
132,Fraxinus excelsior,4,2
132,Fraxinus excelsior,7,2
132,Galeobdolon luteum agg.,6,1
132,Galeopsis pubescens,6,2
132,Galium aparine,6,2
132,Galium palustre agg.,6,2
132,Galium palustre agg.,6,2
132,Geranium palustre,6,2
132,Geranium robertianum,6,2
132,Geum urbanum,6,1
132,Impatiens noli-tangere,6,3
132,Impatiens parviflora,6,2
132,Juncus effusus,6,8
132,Knautia drymeia,6,1
132,Lonicera xylosteum,7,1
132,Lycopus europaeus,6,3
132,Lysimachia nummularia,6,2
132,Lysimachia vulgaris,6,4
132,Lythrum salicaria,6,3
132,Mentha aquatica,6,2
132,Myosoton aquaticum,6,4
132,Oxalis acetosella,6,2
132,Paris quadrifolia,6,1
132,Persicaria lapathifolia,6,1
132,Picea abies,1,1
132,Picea abies,7,1
132,Poa nemoralis,6,2
132,Poa palustris,6,2
132,Primula elatior,6,2
132,Pulmonaria officinalis agg.,6,2
132,Ranunculus repens,6,3
132,Rubus fruticosus agg.,6,2
132,Rubus idaeus,4,3
132,Rubus idaeus,6,3
132,Rumex obtusifolius,6,2
132,Salix caprea,1,2
132,Sambucus nigra,4,3
132,Sambucus racemosa,4,1
132,Scirpus sylvaticus,6,2
132,Scutellaria galericulata,6,3
132,Silene nutans,6,2
132,Solanum dulcamara,6,8
132,Sorbus aucuparia,7,1
132,Stachys sylvatica,6,3
132,Stellaria holostea,6,2
132,Taraxacum sect. Palustria,6,2
132,Urtica dioica,6,8
132,Veronica beccabunga,6,3
132,Viburnum opulus,4,2
132,Viola reichenbachiana,6,1
132,Myosotis palustris agg.,6,3
